    6.2    1.8   -2.7   -8.0   -8.9   -5.4   -3.0    0.6    1.2    2.2A   1  192
    2.7    3.2    4.8    6.9    8.9   11.2   13.3   14.0   13.7   14.0A   1  193
   13.5   13.9   10.2    3.0   -3.2   -6.3   -8.5  -11.2  -15.7  -19.7A   1  194
  -18.8  -18.2  -17.0  -15.6  -14.2  -12.9  -12.5  -12.0  -11.6  -11.4A   1  195
  -10.6   -6.4   -2.1    0.2   -0.4   -0.4   -1.4   -1.9   -0.8    1.1A   1  196
    2.7    5.0    5.3    4.2    3.0    1.1   -0.5   -2.4   -2.0   -0.7A   1  197
    0.4    1.9    3.3    4.8    5.7    6.5    7.4    8.1    9.1   12.7A   1  198
   16.9   14.4   10.5    7.0    3.5    0.2   -3.2   -6.4   -9.5   -9.1A   1  199
   -8.3   -7.3   -5.1   -3.0   -0.4    3.3    5.2    4.4    4.0    3.0A   1  200
    2.0    1.0    0.1   -1.0   -1.4    0.2    1.6    3.0    2.3    1.6A   1  201
    1.6    2.6    3.2    4.5    4.6    2.1   -0.3   -3.0   -6.0   -8.7A   1  202
  -11.6  -10.7   -9.4   -7.8   -6.8   -6.3   -5.7   -5.0   -4.1   -3.3A   1  203
   -2.4   -1.4   -0.5    0.4    1.3    2.1    0.1   -1.8   -4.0   -6.4A   1  204
   -8.7  -11.0  -12.9  -15.1  -16.5  -17.4  -18.4  -19.4  -20.2  -21.3A   1  205
  -19.8  -17.3  -13.5   -6.5   -1.4    2.0    5.5    8.2    8.9   10.2A   1  206
    9.3    8.0    6.1    3.3    0.3   -2.4   -5.7   -4.5   -1.3    1.3A   1  207
    3.3    4.8    5.4    5.8    6.2    6.5    6.9    7.2    7.5    7.7A   1  208
    7.3    6.9    6.4    5.8    5.4    4.8    6.1    7.9    9.6   11.4A   1  209
   12.6   13.9   13.1   12.3   11.4   10.3    8.7    7.2    5.6    4.0A   1  210
    2.4    0.7    0.4    0.8    0.9    2.3    4.2    5.2    6.1    7.2A   1  211
    7.9    8.9    9.5    9.5    9.3    8.9    2.5    0.0   -0.5   -2.0A   1  212
   -2.4   -3.3   -4.8   -6.4   -8.0   -9.7  -11.4  -12.8  -10.6   -8.9A   1  213
   -6.6   -4.3   -1.9   -1.1   -0.9   -0.5   -0.4    0.5    1.4    2.4A   1  214
    3.5    4.3    4.4    3.9    1.3   -0.8   -3.6   -4.7   -5.5   -6.2A   1  215
   -6.8   -7.3   -8.0   -7.5   -6.4   -2.8    0.5    4.6    6.5    6.0A   1  216
    6.0    5.4    4.9    4.4    3.9    2.9    0.0   -2.6   -5.2   -4.2A   1  217
   -3.7   -2.5   -1.5   -0.2    0.2    0.0   -0.1   -0.4   -0.7   -0.6A   1  218
   -0.1    0.3    0.7   -0.1   -0.7   -1.5   -2.4   -2.9   -2.8   -2.8A   1  219
   -2.5   -2.4   -2.1   -2.7   -4.4   -5.8   -7.6   -8.4   -8.2   -8.3A   1  220
   -7.5   -5.0   -2.8   -0.2    1.8    1.8    2.1    2.1    2.1    3.1A   1  221
    4.3    4.9    4.9    4.9    4.8    4.7    5.2    6.7    7.9    9.5A   1  222
    9.7    9.6    9.6    9.3    9.1    8.9    8.7    8.4    8.2    8.0A   1  223
    7.7    6.2    4.7    3.5    3.6    3.4    3.5    3.6    3.2    1.9A   1  224
    1.5    1.4    1.2    1.2    1.1    0.0   -1.0   -2.0   -2.5   -2.9A   1  225
   -3.3   -3.7   -4.8   -6.3   -7.7   -9.2  -10.7  -12.2  -13.8  -14.3A   1  226
  -12.0  -10.3   -7.8   -6.7   -6.3   -5.8   -5.6   -5.3   -5.0   -4.8A   1  227
   -4.5   -4.2   -3.9   -3.1   -2.6   -1.1    1.0    3.1    4.6    4.8A   1  228
    5.4    5.5    6.3    8.4   10.1    8.4    7.1    5.3    3.3    2.8A   1  229
    2.9    2.8    2.7    1.2   -0.1   -1.0   -1.1   -1.6   -1.5   -3.1A   1  230
   -6.8   -9.9  -10.2  -10.5  -10.6   -9.9   -8.9   -7.9   -7.4   -7.2A   1  231
   -6.8   -6.7   -6.3   -4.0   -1.3    1.3    4.3    7.1    9.9    8.6A   1  232
    6.3    4.1    1.3   -1.4   -3.5   -3.7   -4.4   -4.6   -4.9   -5.1A   1  233
   -5.4   -5.6   -5.8   -4.6   -2.9   -1.3    0.7    1.7    1.9    2.5A   1  234
    2.5    3.5    5.0    6.4    8.0    9.4    9.7   10.2   10.5   10.8A   1  235
   11.0   10.4    9.9    9.3    8.6    7.9    7.2    6.3    5.5    4.6A   1  236
    3.8    3.1    2.7    2.1    1.7    1.2    0.7    0.3    0.8    1.3A   1  237
    1.9    2.2    0.9   -0.3   -1.7   -3.1   -4.7   -5.3   -4.8   -4.3A   1  238
   -3.8   -2.5   -0.9    0.7    1.7    2.2    3.5    6.1    8.3   11.2A   1  239
   10.7    8.7    7.1    4.7    2.7    0.4   -1.6   -2.4   -3.3   -4.6A   1  240
